X_id,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,geometry
429,GO-20093565736,1260334800000,2009,December,9,Wednesday,343,D31,Shooting,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),"{'type': 'MultiPoint', 'coordinates': [[-79.523026842, 43.7177204480001]]}"
430,GO-20093391807,1260680400000,2009,December,13,Sunday,347,D11,Stabbing,89,Runnymede-Bloor West Village,89,Runnymede-Bloor West Village (89),"{'type': 'MultiPoint', 'coordinates': [[-79.498601106, 43.6656021470001]]}"
431,GO-20093591551,1261112400000,2009,December,18,Friday,352,D52,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),"{'type': 'MultiPoint', 'coordinates': [[-79.3981829369999, 43.6582636]]}"
432,GO-20093543317,1262062800000,2009,December,29,Tuesday,363,D11,Shooting,90,Junction Area,90,Junction Area (90),"{'type': 'MultiPoint', 'coordinates': [[-79.478879321, 43.665560559]]}"
433,GO-20103593574,1262408400000,2010,January,2,Saturday,2,D55,Other,68,North Riverdale,68,North Riverdale (68),"{'type': 'MultiPoint', 'coordinates': [[-79.354325471, 43.6650708070001]]}"
434,GO-20103566324,1262840400000,2010,January,7,Thursday,7,D42,Shooting,146,Malvern East,132,Malvern (132),"{'type': 'MultiPoint', 'coordinates': [[-79.211198385, 43.8118543190001]]}"
435,GO-20103583884,1264309200000,2010,January,24,Sunday,24,D14,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),"{'type': 'MultiPoint', 'coordinates': [[-79.3981545349999, 43.650267189]]}"
436,GO-20103281627,1264568400000,2010,January,27,Wednesday,27,D41,Stabbing,119,Wexford/Maryvale,119,Wexford/Maryvale (119),"{'type': 'MultiPoint', 'coordinates': [[-79.317065671, 43.762031522]]}"
437,GO-20103367693,1265173200000,2010,February,3,Wednesday,34,D51,Stabbing,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),"{'type': 'MultiPoint', 'coordinates': [[-79.374337453, 43.662922102]]}"
438,GO-20103713412,1265518800000,2010,February,7,Sunday,38,D12,Shooting,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),"{'type': 'MultiPoint', 'coordinates': [[-79.502596954, 43.698410562]]}"
439,GO-20103448094,1265605200000,2010,February,8,Monday,39,D31,Shooting,28,Rustic,28,Rustic (28),"{'type': 'MultiPoint', 'coordinates': [[-79.5047096439999, 43.7157375460001]]}"
440,GO-20103456178,1266123600000,2010,February,14,Sunday,45,D43,Other,138,Eglinton East,138,Eglinton East (138),"{'type': 'MultiPoint', 'coordinates': [[-79.2379834559999, 43.738126182]]}"
441,GO-20103593600,1266210000000,2010,February,15,Monday,46,D55,Other,70,South Riverdale,70,South Riverdale (70),"{'type': 'MultiPoint', 'coordinates': [[-79.3096981259999, 43.6633658920001]]}"
442,GO-2010357703,1268283600000,2010,March,11,Thursday,70,D43,Shooting,136,West Hill,136,West Hill (136),"{'type': 'MultiPoint', 'coordinates': [[-79.199460909, 43.7654416920001]]}"
443,GO-20103680160,1268456400000,2010,March,13,Saturday,72,D41,Other,119,Wexford/Maryvale,119,Wexford/Maryvale (119),"{'type': 'MultiPoint', 'coordinates': [[-79.313357772, 43.766543821]]}"
444,GO-20103657524,1270353600000,2010,April,4,Sunday,94,D11,Other,87,High Park-Swansea,87,High Park-Swansea (87),"{'type': 'MultiPoint', 'coordinates': [[-79.453408816, 43.6550398110001]]}"
445,GO-20103733844,1272427200000,2010,April,28,Wednesday,118,D51,Other,73,Moss Park,73,Moss Park (73),"{'type': 'MultiPoint', 'coordinates': [[-79.367927255, 43.654851894]]}"
446,GO-20103427476,1272859200000,2010,May,3,Monday,123,D13,Shooting,107,Oakwood Village,107,Oakwood Village (107),"{'type': 'MultiPoint', 'coordinates': [[-79.433750115, 43.684907196]]}"
447,GO-20103662181,1273291200000,2010,May,8,Saturday,128,D14,Other,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'MultiPoint', 'coordinates': [[-79.443437721, 43.665368319]]}"
448,GO-20103709341,1273464000000,2010,May,10,Monday,130,D42,Stabbing,148,East L'Amoreaux,117,L'Amoreaux (117),"{'type': 'MultiPoint', 'coordinates': [[-79.312301694, 43.7974829030001]]}"
449,GO-20103577964,1274068800000,2010,May,17,Monday,137,D12,Shooting,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),"{'type': 'MultiPoint', 'coordinates': [[-79.470366089, 43.6912238840001]]}"
450,GO-20103801763,1274760000000,2010,May,25,Tuesday,145,D43,Other,135,Morningside,135,Morningside (135),"{'type': 'MultiPoint', 'coordinates': [[-79.206775625, 43.766794996]]}"
451,GO-20103795155,1275105600000,2010,May,29,Saturday,149,D31,Other,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),"{'type': 'MultiPoint', 'coordinates': [[-79.51320989, 43.7393845440001]]}"
452,GO-20103568162,1275105600000,2010,May,29,Saturday,149,D11,Stabbing,87,High Park-Swansea,87,High Park-Swansea (87),"{'type': 'MultiPoint', 'coordinates': [[-79.474545816, 43.639960924]]}"
453,GO-20103746928,1275278400000,2010,May,31,Monday,151,D12,Other,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),"{'type': 'MultiPoint', 'coordinates': [[-79.5028788509999, 43.6995486590001]]}"
454,GO-20103844704,1276315200000,2010,June,12,Saturday,163,D13,Stabbing,96,Casa Loma,96,Casa Loma (96),"{'type': 'MultiPoint', 'coordinates': [[-79.415839238, 43.6800436230001]]}"
455,GO-20103711024,1276315200000,2010,June,12,Saturday,163,D22,Other,18,New Toronto,18,New Toronto (18),"{'type': 'MultiPoint', 'coordinates': [[-79.5118376789999, 43.5993227170001]]}"
456,GO-20103786264,1277784000000,2010,June,29,Tuesday,180,D23,Stabbing,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),"{'type': 'MultiPoint', 'coordinates': [[-79.558638859, 43.6942459840001]]}"
457,GO-20103773164,1277870400000,2010,June,30,Wednesday,181,D12,Stabbing,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),"{'type': 'MultiPoint', 'coordinates': [[-79.505930894, 43.6760976200001]]}"
458,GO-20103776066,1278043200000,2010,July,2,Friday,183,D31,Shooting,155,Downsview,26,Downsview-Roding-CFB (26),"{'type': 'MultiPoint', 'coordinates': [[-79.4864081969999, 43.7447956230001]]}"
459,GO-20103771858,1278043200000,2010,July,2,Friday,183,D53,Stabbing,95,Annex,95,Annex (95),"{'type': 'MultiPoint', 'coordinates': [[-79.4020055399999, 43.6683891110001]]}"
460,GO-20103757791,1278388800000,2010,July,6,Tuesday,187,D41,Shooting,156,Bendale-Glen Andrew,127,Bendale (127),"{'type': 'MultiPoint', 'coordinates': [[-79.2666533399999, 43.7558948660001]]}"
461,GO-20102896399,1278648000000,2010,July,9,Friday,190,D41,Other,119,Wexford/Maryvale,119,Wexford/Maryvale (119),"{'type': 'MultiPoint', 'coordinates': [[-79.308449971, 43.7387938350001]]}"
462,GO-20103360930,1278734400000,2010,July,10,Saturday,191,D52,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),"{'type': 'MultiPoint', 'coordinates': [[-79.397887435, 43.652259192]]}"
463,GO-20103587228,1278993600000,2010,July,13,Tuesday,194,D54,Shooting,44,Flemingdon Park,44,Flemingdon Park (44),"{'type': 'MultiPoint', 'coordinates': [[-79.3296419329999, 43.715307564]]}"
464,GO-20103831826,1279080000000,2010,July,14,Wednesday,195,D41,Stabbing,156,Bendale-Glen Andrew,127,Bendale (127),"{'type': 'MultiPoint', 'coordinates': [[-79.2467470729999, 43.755258978]]}"
465,GO-20103686077,1279252800000,2010,July,16,Friday,197,D42,Shooting,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),"{'type': 'MultiPoint', 'coordinates': [[-79.259105829, 43.787402065]]}"
466,GO-20103520868,1280462400000,2010,July,30,Friday,211,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),"{'type': 'MultiPoint', 'coordinates': [[-79.506857592, 43.740318642]]}"
467,GO-20103804848,1280462400000,2010,July,30,Friday,211,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),"{'type': 'MultiPoint', 'coordinates': [[-79.611512781, 43.732113214]]}"
468,GO-20103883110,1280548800000,2010,July,31,Saturday,212,D54,Stabbing,44,Flemingdon Park,44,Flemingdon Park (44),"{'type': 'MultiPoint', 'coordinates': [[-79.3349477259999, 43.7187265520001]]}"
469,GO-20103561930,1281240000000,2010,August,8,Sunday,220,D51,Other,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),"{'type': 'MultiPoint', 'coordinates': [[-79.368620858, 43.665873505]]}"
470,GO-20103436989,1281758400000,2010,August,14,Saturday,226,D22,Shooting,159,Etobicoke City Centre,14,Islington-City Centre West (14),"{'type': 'MultiPoint', 'coordinates': [[-79.530788596, 43.644650074]]}"
471,GO-20103577793,1281758400000,2010,August,14,Saturday,226,D51,Shooting,74,North St.James Town,74,North St.James Town (74),"{'type': 'MultiPoint', 'coordinates': [[-79.375752755, 43.6696619090001]]}"
472,GO-20103773675,1282622400000,2010,August,24,Tuesday,236,D32,Shooting,32,Englemount-Lawrence,32,Englemount-Lawrence (32),"{'type': 'MultiPoint', 'coordinates': [[-79.439616359, 43.7243040560001]]}"
473,GO-20103412926,1282881600000,2010,August,27,Friday,239,D14,Stabbing,83,Dufferin Grove,83,Dufferin Grove (83),"{'type': 'MultiPoint', 'coordinates': [[-79.4401769199999, 43.6514309020001]]}"
474,GO-20103793509,1283054400000,2010,August,29,Sunday,241,D51,Other,90,Junction Area,90,Junction Area (90),"{'type': 'MultiPoint', 'coordinates': [[-79.473562723, 43.66632666]]}"
475,GO-2018104863,1283745600000,2010,September,6,Monday,249,D52,Other,55,Thorncliffe Park,55,Thorncliffe Park (55),"{'type': 'MultiPoint', 'coordinates': [[-79.341340324, 43.707951979]]}"
476,GO-20103528531,1284091200000,2010,September,10,Friday,253,D43,Shooting,142,Woburn North,137,Woburn (137),"{'type': 'MultiPoint', 'coordinates': [[-79.232033751, 43.759332199]]}"
477,GO-20103836758,1284264000000,2010,September,12,Sunday,255,D31,Shooting,24,Black Creek,24,Black Creek (24),"{'type': 'MultiPoint', 'coordinates': [[-79.518811413, 43.761912587]]}"
478,GO-20103912797,1284264000000,2010,September,12,Sunday,255,D12,Other,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),"{'type': 'MultiPoint', 'coordinates': [[-79.490152066, 43.69643697]]}"
479,GO-20103905801,1285387200000,2010,September,25,Saturday,268,D23,Stabbing,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),"{'type': 'MultiPoint', 'coordinates': [[-79.513133481, 43.6868430910001]]}"
480,GO-20103708472,1285732800000,2010,September,29,Wednesday,272,D12,Shooting,113,Weston,113,Weston (113),"{'type': 'MultiPoint', 'coordinates': [[-79.511308656, 43.698379066]]}"
481,GO-20103708472,1285732800000,2010,September,29,Wednesday,272,D12,Shooting,113,Weston,113,Weston (113),"{'type': 'MultiPoint', 'coordinates': [[-79.511308656, 43.698379066]]}"
482,GO-20103834477,1286164800000,2010,October,4,Monday,277,D14,Shooting,85,South Parkdale,85,South Parkdale (85),"{'type': 'MultiPoint', 'coordinates': [[-79.433301822, 43.633732079]]}"
483,GO-20103633942,1286164800000,2010,October,4,Monday,277,D31,Shooting,24,Black Creek,24,Black Creek (24),"{'type': 'MultiPoint', 'coordinates': [[-79.515457613, 43.7578820850001]]}"
484,GO-20103561941,1286596800000,2010,October,9,Saturday,282,D51,Shooting,72,Regent Park,72,Regent Park (72),"{'type': 'MultiPoint', 'coordinates': [[-79.3590771629999, 43.660344599]]}"
485,GO-20103561941,1286596800000,2010,October,9,Saturday,282,D51,Shooting,72,Regent Park,72,Regent Park (72),"{'type': 'MultiPoint', 'coordinates': [[-79.3590771629999, 43.660344599]]}"
486,GO-20103520082,1287288000000,2010,October,17,Sunday,290,D41,Shooting,121,Oakridge,121,Oakridge (121),"{'type': 'MultiPoint', 'coordinates': [[-79.2770083769999, 43.7024143140001]]}"
487,GO-20103772354,1287979200000,2010,October,25,Monday,298,D51,Shooting,72,Regent Park,72,Regent Park (72),"{'type': 'MultiPoint', 'coordinates': [[-79.361999559, 43.6576102970001]]}"
488,GO-20103355708,1288152000000,2010,October,27,Wednesday,300,D55,Stabbing,70,South Riverdale,70,South Riverdale (70),"{'type': 'MultiPoint', 'coordinates': [[-79.35373517, 43.6636702060001]]}"
489,GO-20103911901,1289970000000,2010,November,17,Wednesday,321,D32,Shooting,37,Willowdale West,37,Willowdale West (37),"{'type': 'MultiPoint', 'coordinates': [[-79.4145964639999, 43.771695191]]}"
490,GO-20103929126,1290229200000,2010,November,20,Saturday,324,D33,Shooting,47,Don Valley Village,47,Don Valley Village (47),"{'type': 'MultiPoint', 'coordinates': [[-79.353015638, 43.787344628]]}"
491,GO-20103988019,1290402000000,2010,November,22,Monday,326,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),"{'type': 'MultiPoint', 'coordinates': [[-79.5033842939999, 43.7410719420001]]}"
492,GO-20103904746,1290574800000,2010,November,24,Wednesday,328,D43,Shooting,142,Woburn North,137,Woburn (137),"{'type': 'MultiPoint', 'coordinates': [[-79.229119082, 43.7610060060001]]}"
493,GO-20103845292,1290834000000,2010,November,27,Saturday,331,D52,Other,164,Wellington Place,77,Waterfront Communities-The Island (77),"{'type': 'MultiPoint', 'coordinates': [[-79.391770337, 43.644730084]]}"
494,GO-20103878370,1291006800000,2010,November,29,Monday,333,D51,Shooting,72,Regent Park,72,Regent Park (72),"{'type': 'MultiPoint', 'coordinates': [[-79.358143664, 43.6611945000001]]}"
495,GO-20104003542,1291266000000,2010,December,2,Thursday,336,D55,Other,62,East End-Danforth,62,East End-Danforth (62),"{'type': 'MultiPoint', 'coordinates': [[-79.300157851, 43.68397043]]}"
496,GO-20104016091,1293253200000,2010,December,25,Saturday,359,D12,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),"{'type': 'MultiPoint', 'coordinates': [[-79.4883687069999, 43.671389236]]}"
497,GO-2018104863,1293598800000,2010,December,29,Wednesday,363,D52,Other,55,Thorncliffe Park,55,Thorncliffe Park (55),"{'type': 'MultiPoint', 'coordinates': [[-79.341340324, 43.707951979]]}"
498,GO-20113922539,1293858000000,2011,January,1,Saturday,1,D14,Stabbing,164,Wellington Place,77,Waterfront Communities-The Island (77),"{'type': 'MultiPoint', 'coordinates': [[-79.3996523339999, 43.6480768870001]]}"
499,GO-20112885827,1294203600000,2011,January,5,Wednesday,5,D41,Shooting,125,Ionview,125,Ionview (125),"{'type': 'MultiPoint', 'coordinates': [[-79.2789230989999, 43.7328876660001]]}"
500,GO-20113737551,1294290000000,2011,January,6,Thursday,6,D43,Other,136,West Hill,136,West Hill (136),"{'type': 'MultiPoint', 'coordinates': [[-79.1946673039999, 43.7619802930001]]}"
501,GO-20114040426,1294808400000,2011,January,12,Wednesday,12,D53,Other,95,Annex,95,Annex (95),"{'type': 'MultiPoint', 'coordinates': [[-79.3965767459999, 43.6747000170001]]}"
502,GO-20114033175,1294894800000,2011,January,13,Thursday,13,D13,Other,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108),"{'type': 'MultiPoint', 'coordinates': [[-79.4375385829999, 43.704850761]]}"
503,GO-20113832781,1295758800000,2011,January,23,Sunday,23,D51,Other,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),"{'type': 'MultiPoint', 'coordinates': [[-79.3783339509999, 43.6662819050001]]}"
504,GO-20113966773,1296536400000,2011,February,1,Tuesday,32,D31,Shooting,21,Humber Summit,21,Humber Summit (21),"{'type': 'MultiPoint', 'coordinates': [[-79.5490654929999, 43.7506438840001]]}"
505,GO-20113530271,1296882000000,2011,February,5,Saturday,36,D31,Stabbing,27,York University Heights,27,York University Heights (27),"{'type': 'MultiPoint', 'coordinates': [[-79.487559725, 43.7496091630001]]}"
506,GO-20113948450,1297400400000,2011,February,11,Friday,42,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),"{'type': 'MultiPoint', 'coordinates': [[-79.221191459, 43.7596000020001]]}"
507,GO-20114017505,1297400400000,2011,February,11,Friday,42,D12,Shooting,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),"{'type': 'MultiPoint', 'coordinates': [[-79.483273979, 43.6934246810001]]}"
508,GO-20114017400,1297832400000,2011,February,16,Wednesday,47,D12,Shooting,113,Weston,113,Weston (113),"{'type': 'MultiPoint', 'coordinates': [[-79.509448958, 43.697316866]]}"
509,GO-201139593058,1298091600000,2011,February,19,Saturday,50,D42,Other,146,Malvern East,132,Malvern (132),"{'type': 'MultiPoint', 'coordinates': [[-79.230390477, 43.79190989]]}"
510,GO-20113996966,1298696400000,2011,February,26,Saturday,57,D42,Shooting,146,Malvern East,132,Malvern (132),"{'type': 'MultiPoint', 'coordinates': [[-79.217562168, 43.7981391920001]]}"
511,GO-20114010034,1299042000000,2011,March,2,Wednesday,61,D11,Shooting,114,Lambton Baby Point,114,Lambton Baby Point (114),"{'type': 'MultiPoint', 'coordinates': [[-79.501479903, 43.6648899400001]]}"
512,GO-20114029641,1299128400000,2011,March,3,Thursday,62,D14,Other,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'MultiPoint', 'coordinates': [[-79.4278483269999, 43.6672168160001]]}"
513,GO-20113973677,1300593600000,2011,March,20,Sunday,79,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),"{'type': 'MultiPoint', 'coordinates': [[-79.5521509559999, 43.6957896770001]]}"
514,GO-20113914456,1300680000000,2011,March,21,Monday,80,D11,Other,85,South Parkdale,85,South Parkdale (85),"{'type': 'MultiPoint', 'coordinates': [[-79.437252621, 43.636925784]]}"
515,GO-20113736070,1301284800000,2011,March,28,Monday,87,D55,Shooting,63,The Beaches,63,The Beaches (63),"{'type': 'MultiPoint', 'coordinates': [[-79.312607126, 43.6672114940001]]}"
516,GO-20113981811,1301284800000,2011,March,28,Monday,87,D41,Shooting,138,Eglinton East,138,Eglinton East (138),"{'type': 'MultiPoint', 'coordinates': [[-79.255617829, 43.735095282]]}"
517,GO-20113942884,1302062400000,2011,April,6,Wednesday,96,D54,Other,66,Danforth,66,Danforth (66),"{'type': 'MultiPoint', 'coordinates': [[-79.324944434, 43.686591214]]}"
518,GO-20113985830,1302840000000,2011,April,15,Friday,105,D31,Other,27,York University Heights,27,York University Heights (27),"{'type': 'MultiPoint', 'coordinates': [[-79.50267181, 43.765382276]]}"
519,GO-20113832638,1304136000000,2011,April,30,Saturday,120,D23,Shooting,4,Rexdale-Kipling,4,Rexdale-Kipling (4),"{'type': 'MultiPoint', 'coordinates': [[-79.5597516349999, 43.713413356]]}"
520,GO-20113985926,1306382400000,2011,May,26,Thursday,146,D42,Shooting,147,L'Amoreaux West,117,L'Amoreaux (117),"{'type': 'MultiPoint', 'coordinates': [[-79.331412266, 43.7931089670001]]}"
521,GO-20114047557,1306641600000,2011,May,29,Sunday,149,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),"{'type': 'MultiPoint', 'coordinates': [[-79.5933505639999, 43.7387753730001]]}"
522,GO-20113582659,1308196800000,2011,June,16,Thursday,167,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),"{'type': 'MultiPoint', 'coordinates': [[-79.516479712, 43.752504081]]}"
523,GO-20114071110,1309492800000,2011,July,1,Friday,182,D33,Stabbing,119,Wexford/Maryvale,119,Wexford/Maryvale (119),"{'type': 'MultiPoint', 'coordinates': [[-79.304387864, 43.728905548]]}"
524,GO-20113984179,1311307200000,2011,July,22,Friday,203,D43,Stabbing,139,Scarborough Village,139,Scarborough Village (139),"{'type': 'MultiPoint', 'coordinates': [[-79.22209628, 43.742479985]]}"
525,GO-20113794249,1311912000000,2011,July,29,Friday,210,D12,Other,115,Mount Dennis,115,Mount Dennis (115),"{'type': 'MultiPoint', 'coordinates': [[-79.493133681, 43.6883009840001]]}"
526,GO-20113429437,1311912000000,2011,July,29,Friday,210,D22,Shooting,158,Islington,14,Islington-City Centre West (14),"{'type': 'MultiPoint', 'coordinates': [[-79.563220077, 43.6526475150001]]}"
527,GO-20114119820,1312084800000,2011,July,31,Sunday,212,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),"{'type': 'MultiPoint', 'coordinates': [[-79.507259475, 43.691484377]]}"
528,GO-20113443263,1312948800000,2011,August,10,Wednesday,222,D31,Stabbing,155,Downsview,26,Downsview-Roding-CFB (26),"{'type': 'MultiPoint', 'coordinates': [[-79.483677744, 43.726289647]]}"
529,GO-20114082526,1313812800000,2011,August,20,Saturday,232,D31,Shooting,155,Downsview,26,Downsview-Roding-CFB (26),"{'type': 'MultiPoint', 'coordinates': [[-79.494230995, 43.743103631]]}"
530,GO-20114131492,1314072000000,2011,August,23,Tuesday,235,D32,Shooting,33,Clanton Park,33,Clanton Park (33),"{'type': 'MultiPoint', 'coordinates': [[-79.436398415, 43.741213663]]}"
531,GO-20113721549,1314417600000,2011,August,27,Saturday,239,D11,Shooting,114,Lambton Baby Point,114,Lambton Baby Point (114),"{'type': 'MultiPoint', 'coordinates': [[-79.501479903, 43.6648899400001]]}"
532,GO-20114137445,1315713600000,2011,September,11,Sunday,254,D43,Other,142,Woburn North,137,Woburn (137),"{'type': 'MultiPoint', 'coordinates': [[-79.249829873, 43.7725384760001]]}"
533,GO-20113156934,1316232000000,2011,September,17,Saturday,260,D41,Shooting,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),"{'type': 'MultiPoint', 'coordinates': [[-79.268287588, 43.707390714]]}"
534,GO-20114136529,1317528000000,2011,October,2,Sunday,275,D14,Shooting,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81),"{'type': 'MultiPoint', 'coordinates': [[-79.415922128, 43.647180591]]}"
535,GO-20113405116,1317960000000,2011,October,7,Friday,280,D14,Other,84,Little Portugal,84,Little Portugal (84),"{'type': 'MultiPoint', 'coordinates': [[-79.422829626, 43.6412456850001]]}"
536,GO-20113887747,1318132800000,2011,October,9,Sunday,282,D54,Shooting,43,Victoria Village,43,Victoria Village (43),"{'type': 'MultiPoint', 'coordinates': [[-79.299290163, 43.716668573]]}"
537,GO-20114156058,1318564800000,2011,October,14,Friday,287,D54,Shooting,61,Taylor-Massey,61,Taylor-Massey (61),"{'type': 'MultiPoint', 'coordinates': [[-79.300617954, 43.6944140150001]]}"
538,GO-20114244358,1318651200000,2011,October,15,Saturday,288,D31,Shooting,24,Black Creek,24,Black Creek (24),"{'type': 'MultiPoint', 'coordinates': [[-79.509843119, 43.763426988]]}"
539,GO-20114140412,1318824000000,2011,October,17,Monday,290,D41,Other,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),"{'type': 'MultiPoint', 'coordinates': [[-79.2633601969999, 43.7125559080001]]}"
540,GO-20114219112,1319169600000,2011,October,21,Friday,294,D22,Shooting,13,Etobicoke West Mall,13,Etobicoke West Mall (13),"{'type': 'MultiPoint', 'coordinates': [[-79.576146986, 43.6485126260001]]}"
541,GO-20114188550,1319774400000,2011,October,28,Friday,301,D31,Shooting,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),"{'type': 'MultiPoint', 'coordinates': [[-79.5085819559999, 43.730046972]]}"
542,GO-20114187348,1322542800000,2011,November,29,Tuesday,333,D55,Shooting,70,South Riverdale,70,South Riverdale (70),"{'type': 'MultiPoint', 'coordinates': [[-79.322999598, 43.652405539]]}"
543,GO-20114253053,1322802000000,2011,December,2,Friday,336,D32,Stabbing,50,Newtonbrook East,50,Newtonbrook East (50),"{'type': 'MultiPoint', 'coordinates': [[-79.4074560619999, 43.7824980990001]]}"
544,GO-20114136582,1322802000000,2011,December,2,Friday,336,D12,Other,28,Rustic,28,Rustic (28),"{'type': 'MultiPoint', 'coordinates': [[-79.503789347, 43.7028788550001]]}"
545,GO-20113034132,1322888400000,2011,December,3,Saturday,337,D32,Stabbing,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),"{'type': 'MultiPoint', 'coordinates': [[-79.423810959, 43.739393577]]}"
