X_id,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,geometry
710,GO-20143107536,1413345600000,2014,October,15,Wednesday,288,D11,Other,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'MultiPoint', 'coordinates': [[-79.4390197229999, 43.66846242]]}"
711,GO-20143208371,1414641600000,2014,October,30,Thursday,303,D31,Shooting,155,Downsview,26,Downsview-Roding-CFB (26),"{'type': 'MultiPoint', 'coordinates': [[-79.485927386, 43.7428737060001]]}"
712,GO-20143252379,1415250000000,2014,November,6,Thursday,310,D12,Shooting,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),"{'type': 'MultiPoint', 'coordinates': [[-79.471490589, 43.690969685]]}"
713,GO-20143310199,1416114000000,2014,November,16,Sunday,320,D52,Shooting,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),"{'type': 'MultiPoint', 'coordinates': [[-79.386001444, 43.6552361940001]]}"
714,GO-20143392120,1417237200000,2014,November,29,Saturday,333,D53,Stabbing,55,Thorncliffe Park,55,Thorncliffe Park (55),"{'type': 'MultiPoint', 'coordinates': [[-79.341340324, 43.707951979]]}"
715,GO-20143392120,1417237200000,2014,November,29,Saturday,333,D53,Stabbing,55,Thorncliffe Park,55,Thorncliffe Park (55),"{'type': 'MultiPoint', 'coordinates': [[-79.341340324, 43.707951979]]}"
716,GO-20143392120,1417237200000,2014,November,29,Saturday,333,D53,Stabbing,55,Thorncliffe Park,55,Thorncliffe Park (55),"{'type': 'MultiPoint', 'coordinates': [[-79.341340324, 43.707951979]]}"
717,GO-20143420091,1417410000000,2014,December,1,Monday,335,D51,Stabbing,74,North St.James Town,74,North St.James Town (74),"{'type': 'MultiPoint', 'coordinates': [[-79.3737671549999, 43.6672884060001]]}"
718,GO-20143423102,1417669200000,2014,December,4,Thursday,338,D41,Stabbing,157,Bendale South,127,Bendale (127),"{'type': 'MultiPoint', 'coordinates': [[-79.2548190429999, 43.745514477]]}"
719,GO-20143455828,1418101200000,2014,December,9,Tuesday,343,D11,Stabbing,88,High Park North,88,High Park North (88),"{'type': 'MultiPoint', 'coordinates': [[-79.468190819, 43.656316341]]}"
720,GO-20143536404,1418619600000,2014,December,15,Monday,349,D14,Other,84,Little Portugal,84,Little Portugal (84),"{'type': 'MultiPoint', 'coordinates': [[-79.424367925, 43.6430797880001]]}"
721,GO-201555992,1420866000000,2015,January,10,Saturday,10,D51,Stabbing,167,Church-Wellesley,75,Church-Yonge Corridor (75),"{'type': 'MultiPoint', 'coordinates': [[-79.376703751, 43.6624204020001]]}"
722,GO-201594334,1421384400000,2015,January,16,Friday,16,D23,Other,1,West Humber-Clairville,1,West Humber-Clairville (1),"{'type': 'MultiPoint', 'coordinates': [[-79.5951505629999, 43.74209167]]}"
723,GO-201599853,1421470800000,2015,January,17,Saturday,17,D32,Stabbing,50,Newtonbrook East,50,Newtonbrook East (50),"{'type': 'MultiPoint', 'coordinates': [[-79.4126633509999, 43.781331897]]}"
724,GO-2015159448,1422334800000,2015,January,27,Tuesday,27,D32,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),"{'type': 'MultiPoint', 'coordinates': [[-79.449233517, 43.720519956]]}"
725,GO-2015179790,1422680400000,2015,January,31,Saturday,31,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),"{'type': 'MultiPoint', 'coordinates': [[-79.4047253319999, 43.652105893]]}"
726,GO-2015205271,1423026000000,2015,February,4,Wednesday,35,D41,Other,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),"{'type': 'MultiPoint', 'coordinates': [[-79.262231899, 43.7125632080001]]}"
727,GO-2015346652,1425099600000,2015,February,28,Saturday,59,D55,Shooting,64,Woodbine Corridor,64,Woodbine Corridor (64),"{'type': 'MultiPoint', 'coordinates': [[-79.320873336, 43.6839370170001]]}"
728,GO-2015346652,1425099600000,2015,February,28,Saturday,59,D55,Shooting,64,Woodbine Corridor,64,Woodbine Corridor (64),"{'type': 'MultiPoint', 'coordinates': [[-79.320873336, 43.6839370170001]]}"
729,GO-2015453427,1426564800000,2015,March,17,Tuesday,76,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),"{'type': 'MultiPoint', 'coordinates': [[-79.548667041, 43.7013188550001]]}"
730,GO-2015457868,1426651200000,2015,March,18,Wednesday,77,D22,Other,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),"{'type': 'MultiPoint', 'coordinates': [[-79.4832566169999, 43.620507777]]}"
731,GO-2015473322,1426910400000,2015,March,21,Saturday,80,D23,Stabbing,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),"{'type': 'MultiPoint', 'coordinates': [[-79.570395913, 43.676336812]]}"
732,GO-2015531511,1427688000000,2015,March,30,Monday,89,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),"{'type': 'MultiPoint', 'coordinates': [[-79.5863663709999, 43.732501578]]}"
733,GO-2015586781,1428552000000,2015,April,9,Thursday,99,D54,Other,61,Taylor-Massey,61,Taylor-Massey (61),"{'type': 'MultiPoint', 'coordinates': [[-79.301168854, 43.6956114130001]]}"
734,GO-2015618195,1428984000000,2015,April,14,Tuesday,104,D13,Other,92,Corso Italia-Davenport,92,Corso Italia-Davenport (92),"{'type': 'MultiPoint', 'coordinates': [[-79.43976382, 43.6786051130001]]}"
735,GO-2015669864,1429761600000,2015,April,23,Thursday,113,D41,Stabbing,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),"{'type': 'MultiPoint', 'coordinates': [[-79.263704178, 43.692078537]]}"
736,GO-2015767516,1431057600000,2015,May,8,Friday,128,D43,Stabbing,136,West Hill,136,West Hill (136),"{'type': 'MultiPoint', 'coordinates': [[-79.182540806, 43.763016405]]}"
737,GO-2015819674,1431835200000,2015,May,17,Sunday,137,D11,Other,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'MultiPoint', 'coordinates': [[-79.4524011199999, 43.6654783290001]]}"
738,GO-2015831181,1432008000000,2015,May,19,Tuesday,139,D54,Shooting,66,Danforth,66,Danforth (66),"{'type': 'MultiPoint', 'coordinates': [[-79.324754932, 43.6831116110001]]}"
739,GO-2015843494,1432094400000,2015,May,20,Wednesday,140,D11,Shooting,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'MultiPoint', 'coordinates': [[-79.447736218, 43.6597751150001]]}"
740,GO-2015870230,1432526400000,2015,May,25,Monday,145,D43,Stabbing,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),"{'type': 'MultiPoint', 'coordinates': [[-79.235255523, 43.757716991]]}"
741,GO-2015922149,1432958400000,2015,May,30,Saturday,150,D54,Stabbing,60,Woodbine-Lumsden,60,Woodbine-Lumsden (60),"{'type': 'MultiPoint', 'coordinates': [[-79.312393045, 43.689475519]]}"
742,GO-2015916307,1433131200000,2015,June,1,Monday,152,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),"{'type': 'MultiPoint', 'coordinates': [[-79.235255523, 43.757716991]]}"
743,GO-2015926649,1433304000000,2015,June,3,Wednesday,154,D51,Stabbing,168,Downtown Yonge East,75,Church-Yonge Corridor (75),"{'type': 'MultiPoint', 'coordinates': [[-79.377789747, 43.651948991]]}"
744,GO-2015988808,1434081600000,2015,June,12,Friday,163,D12,Other,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),"{'type': 'MultiPoint', 'coordinates': [[-79.494147402, 43.6725846300001]]}"
745,GO-20151086599,1435464000000,2015,June,28,Sunday,179,D14,Shooting,84,Little Portugal,84,Little Portugal (84),"{'type': 'MultiPoint', 'coordinates': [[-79.422829626, 43.6412456850001]]}"
746,GO-20151086599,1435464000000,2015,June,28,Sunday,179,D14,Shooting,84,Little Portugal,84,Little Portugal (84),"{'type': 'MultiPoint', 'coordinates': [[-79.422829626, 43.6412456850001]]}"
747,GO-20151158745,1436414400000,2015,July,9,Thursday,190,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),"{'type': 'MultiPoint', 'coordinates': [[-79.5863663709999, 43.732501578]]}"
748,GO-20151178239,1436500800000,2015,July,10,Friday,191,D13,Other,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'MultiPoint', 'coordinates': [[-79.44850382, 43.6685902240001]]}"
749,GO-20151182401,1436673600000,2015,July,12,Sunday,193,D43,Stabbing,123,Cliffcrest,123,Cliffcrest (123),"{'type': 'MultiPoint', 'coordinates': [[-79.226774056, 43.729971791]]}"
750,GO-20151325557,1438574400000,2015,August,3,Monday,215,D51,Stabbing,74,North St.James Town,74,North St.James Town (74),"{'type': 'MultiPoint', 'coordinates': [[-79.3703929599999, 43.670278911]]}"
751,GO-20151330701,1438660800000,2015,August,4,Tuesday,216,D14,Shooting,163,Fort York-Liberty Village,82,Niagara (82),"{'type': 'MultiPoint', 'coordinates': [[-79.424879725, 43.6326262750001]]}"
752,GO-20151330701,1438660800000,2015,August,4,Tuesday,216,D14,Shooting,163,Fort York-Liberty Village,82,Niagara (82),"{'type': 'MultiPoint', 'coordinates': [[-79.424879725, 43.6326262750001]]}"
753,GO-20151352151,1438920000000,2015,August,7,Friday,219,D12,Stabbing,91,Weston-Pelham Park,91,Weston-Pellam Park (91),"{'type': 'MultiPoint', 'coordinates': [[-79.462737014, 43.6759819270001]]}"
754,GO-20151362027,1439092800000,2015,August,9,Sunday,221,D52,Shooting,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),"{'type': 'MultiPoint', 'coordinates': [[-79.3831609439999, 43.6543189930001]]}"
755,GO-20151423810,1439956800000,2015,August,19,Wednesday,231,D51,Shooting,73,Moss Park,73,Moss Park (73),"{'type': 'MultiPoint', 'coordinates': [[-79.369498455, 43.6586558980001]]}"
756,GO-20151428790,1439956800000,2015,August,19,Wednesday,231,D12,Shooting,28,Rustic,28,Rustic (28),"{'type': 'MultiPoint', 'coordinates': [[-79.5040738439999, 43.7141301460001]]}"
757,GO-20151536584,1441512000000,2015,September,6,Sunday,249,D12,Stabbing,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),"{'type': 'MultiPoint', 'coordinates': [[-79.499749993, 43.6782317110001]]}"
758,GO-20151577444,1442030400000,2015,September,12,Saturday,255,D43,Stabbing,136,West Hill,136,West Hill (136),"{'type': 'MultiPoint', 'coordinates': [[-79.196425207, 43.7661562930001]]}"
759,GO-20151641806,1442894400000,2015,September,22,Tuesday,265,D43,Stabbing,135,Morningside,135,Morningside (135),"{'type': 'MultiPoint', 'coordinates': [[-79.2120640809999, 43.789550795]]}"
760,GO-20151692243,1443672000000,2015,October,1,Thursday,274,D43,Shooting,134,Highland Creek,134,Highland Creek (134),"{'type': 'MultiPoint', 'coordinates': [[-79.154580347, 43.7935767700001]]}"
761,GO-2018104863,1444881600000,2015,October,15,Thursday,288,D43,Other,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),"{'type': 'MultiPoint', 'coordinates': [[-79.222268205, 43.751043988]]}"
762,GO-20151791234,1445054400000,2015,October,17,Saturday,290,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),"{'type': 'MultiPoint', 'coordinates': [[-79.595570726, 43.686823239]]}"
763,GO-20151869657,1446264000000,2015,October,31,Saturday,304,D51,Shooting,167,Church-Wellesley,75,Church-Yonge Corridor (75),"{'type': 'MultiPoint', 'coordinates': [[-79.385837948, 43.6679975070001]]}"
764,GO-20151899333,1446613200000,2015,November,4,Wednesday,308,D53,Shooting,56,Leaside-Bennington,56,Leaside-Bennington (56),"{'type': 'MultiPoint', 'coordinates': [[-79.355283809, 43.716663958]]}"
765,GO-20151783770,1447131600000,2015,November,10,Tuesday,314,D55,Other,64,Woodbine Corridor,64,Woodbine Corridor (64),"{'type': 'MultiPoint', 'coordinates': [[-79.3118914409999, 43.6803742210001]]}"
766,GO-20151939320,1447131600000,2015,November,10,Tuesday,314,D41,Other,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),"{'type': 'MultiPoint', 'coordinates': [[-79.27297829, 43.713796599]]}"
767,GO-20151950148,1447390800000,2015,November,13,Friday,317,D42,Stabbing,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),"{'type': 'MultiPoint', 'coordinates': [[-79.311038373, 43.778020526]]}"
768,GO-20151947851,1447390800000,2015,November,13,Friday,317,D51,Stabbing,74,North St.James Town,74,North St.James Town (74),"{'type': 'MultiPoint', 'coordinates': [[-79.3737671549999, 43.6672884060001]]}"
769,GO-20151975144,1447736400000,2015,November,17,Tuesday,321,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),"{'type': 'MultiPoint', 'coordinates': [[-79.604071872, 43.73183736]]}"
770,GO-20152071129,1448686800000,2015,November,28,Saturday,332,D41,Other,121,Oakridge,121,Oakridge (121),"{'type': 'MultiPoint', 'coordinates': [[-79.285396067, 43.6970102180001]]}"
771,GO-20152050482,1448859600000,2015,November,30,Monday,334,D23,Shooting,3,Thistletown-Beaumond Heights,3,Thistletown-Beaumond Heights (3),"{'type': 'MultiPoint', 'coordinates': [[-79.58210637, 43.7432591740001]]}"
772,GO-20152123328,1449810000000,2015,December,11,Friday,345,D52,Stabbing,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),"{'type': 'MultiPoint', 'coordinates': [[-79.3797119439999, 43.647330186]]}"
773,GO-20152125474,1449810000000,2015,December,11,Friday,345,D33,Shooting,53,Henry Farm,53,Henry Farm (53),"{'type': 'MultiPoint', 'coordinates': [[-79.341206959, 43.7761136170001]]}"
774,GO-20152123843,1449810000000,2015,December,11,Friday,345,D52,Shooting,164,Wellington Place,77,Waterfront Communities-The Island (77),"{'type': 'MultiPoint', 'coordinates': [[-79.392843237, 43.647317586]]}"
775,GO-2018104863,1450069200000,2015,December,14,Monday,348,D52,Other,55,Thorncliffe Park,55,Thorncliffe Park (55),"{'type': 'MultiPoint', 'coordinates': [[-79.341340324, 43.707951979]]}"
776,GO-20152149617,1450155600000,2015,December,15,Tuesday,349,D31,Shooting,21,Humber Summit,21,Humber Summit (21),"{'type': 'MultiPoint', 'coordinates': [[-79.572032916, 43.755968506]]}"
777,GO-20152151120,1450155600000,2015,December,15,Tuesday,349,D51,Stabbing,168,Downtown Yonge East,75,Church-Yonge Corridor (75),"{'type': 'MultiPoint', 'coordinates': [[-79.381876747, 43.660056899]]}"
778,GO-20152180756,1450587600000,2015,December,20,Sunday,354,D13,Other,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),"{'type': 'MultiPoint', 'coordinates': [[-79.420851528, 43.6861930090001]]}"
779,GO-20152229877,1451451600000,2015,December,30,Wednesday,364,D53,Other,100,Yonge-Eglinton,100,Yonge-Eglinton (100),"{'type': 'MultiPoint', 'coordinates': [[-79.397318951, 43.7017978200001]]}"
780,GO-201620700,1451883600000,2016,January,4,Monday,4,D54,Shooting,61,Taylor-Massey,61,Taylor-Massey (61),"{'type': 'MultiPoint', 'coordinates': [[-79.2912820609999, 43.693141521]]}"
781,GO-201698593,1453006800000,2016,January,17,Sunday,17,D32,Other,50,Newtonbrook East,50,Newtonbrook East (50),"{'type': 'MultiPoint', 'coordinates': [[-79.410473227, 43.7965415100001]]}"
782,GO-2016108786,1453179600000,2016,January,19,Tuesday,19,D22,Shooting,18,New Toronto,18,New Toronto (18),"{'type': 'MultiPoint', 'coordinates': [[-79.508621073, 43.6000128270001]]}"
783,GO-2016119350,1453266000000,2016,January,20,Wednesday,20,D22,Shooting,10,Princess-Rosethorn,10,Princess-Rosethorn (10),"{'type': 'MultiPoint', 'coordinates': [[-79.5434647879999, 43.672010857]]}"
784,GO-2016120610,1453266000000,2016,January,20,Wednesday,20,D42,Shooting,147,L'Amoreaux West,117,L'Amoreaux (117),"{'type': 'MultiPoint', 'coordinates': [[-79.333615976, 43.798047888]]}"
785,GO-2016139786,1453611600000,2016,January,24,Sunday,24,D43,Shooting,156,Bendale-Glen Andrew,127,Bendale (127),"{'type': 'MultiPoint', 'coordinates': [[-79.253616458, 43.7716427710001]]}"
786,GO-2016173014,1454043600000,2016,January,29,Friday,29,D13,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),"{'type': 'MultiPoint', 'coordinates': [[-79.465799653, 43.7082318550001]]}"
787,GO-2016175803,1454130000000,2016,January,30,Saturday,30,D23,Other,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),"{'type': 'MultiPoint', 'coordinates': [[-79.5810103709999, 43.7363588760001]]}"
788,GO-2016181573,1454216400000,2016,January,31,Sunday,31,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),"{'type': 'MultiPoint', 'coordinates': [[-79.3993167359999, 43.655831897]]}"
789,GO-2016181573,1454216400000,2016,January,31,Sunday,31,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),"{'type': 'MultiPoint', 'coordinates': [[-79.3993167359999, 43.655831897]]}"
790,GO-2016204501,1454475600000,2016,February,3,Wednesday,34,D22,Stabbing,13,Etobicoke West Mall,13,Etobicoke West Mall (13),"{'type': 'MultiPoint', 'coordinates': [[-79.572152084, 43.6523942220001]]}"
791,GO-2016215657,1454648400000,2016,February,5,Friday,36,D42,Other,146,Malvern East,132,Malvern (132),"{'type': 'MultiPoint', 'coordinates': [[-79.218606276, 43.8066158]]}"
792,GO-2016215657,1454648400000,2016,February,5,Friday,36,D42,Other,146,Malvern East,132,Malvern (132),"{'type': 'MultiPoint', 'coordinates': [[-79.218606276, 43.8066158]]}"
793,GO-2016215657,1454648400000,2016,February,5,Friday,36,D42,Other,146,Malvern East,132,Malvern (132),"{'type': 'MultiPoint', 'coordinates': [[-79.218606276, 43.8066158]]}"
794,GO-2016215657,1454648400000,2016,February,5,Friday,36,D42,Other,146,Malvern East,132,Malvern (132),"{'type': 'MultiPoint', 'coordinates': [[-79.218606276, 43.8066158]]}"
795,GO-2016225259,1454821200000,2016,February,7,Sunday,38,D54,Other,43,Victoria Village,43,Victoria Village (43),"{'type': 'MultiPoint', 'coordinates': [[-79.304971757, 43.7160061710001]]}"
796,GO-2016235777,1454994000000,2016,February,9,Tuesday,40,D12,Stabbing,30,Brookhaven-Amesbury,28,Rustic (28),"{'type': 'MultiPoint', 'coordinates': [[-79.503789347, 43.7028788550001]]}"
797,GO-2016317425,1456117200000,2016,February,22,Monday,53,D43,Other,139,Scarborough Village,139,Scarborough Village (139),"{'type': 'MultiPoint', 'coordinates': [[-79.2117627869999, 43.743759289]]}"
798,GO-2016345475,1456549200000,2016,February,27,Saturday,58,D41,Stabbing,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),"{'type': 'MultiPoint', 'coordinates': [[-79.289463269, 43.7064849000001]]}"
799,GO-2016354140,1456635600000,2016,February,28,Sunday,59,D23,Shooting,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),"{'type': 'MultiPoint', 'coordinates': [[-79.5174825719999, 43.6926260810001]]}"
800,GO-2016359352,1456722000000,2016,February,29,Monday,60,D11,Shooting,139,Scarborough Village,139,Scarborough Village (139),"{'type': 'MultiPoint', 'coordinates': [[-79.2196862879999, 43.745017486]]}"
801,GO-2016265129,1457067600000,2016,March,4,Friday,64,D52,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),"{'type': 'MultiPoint', 'coordinates': [[-79.39066564, 43.6524201920001]]}"
802,GO-2016481311,1458446400000,2016,March,20,Sunday,80,D42,Shooting,148,East L'Amoreaux,117,L'Amoreaux (117),"{'type': 'MultiPoint', 'coordinates': [[-79.302426601, 43.7972106070001]]}"
803,GO-2016491854,1458619200000,2016,March,22,Tuesday,82,D12,Other,23,Pelmo Park-Humberlea,23,Pelmo Park-Humberlea (23),"{'type': 'MultiPoint', 'coordinates': [[-79.510804343, 43.7152738460001]]}"
804,GO-2016500861,1458705600000,2016,March,23,Wednesday,83,D55,Shooting,70,South Riverdale,70,South Riverdale (70),"{'type': 'MultiPoint', 'coordinates': [[-79.340589584, 43.6622735220001]]}"
805,GO-2016556458,1459569600000,2016,April,2,Saturday,93,D51,Shooting,72,Regent Park,72,Regent Park (72),"{'type': 'MultiPoint', 'coordinates': [[-79.363424158, 43.655822895]]}"
806,GO-2016602150,1460174400000,2016,April,9,Saturday,100,D31,Other,27,York University Heights,27,York University Heights (27),"{'type': 'MultiPoint', 'coordinates': [[-79.499401925, 43.748516674]]}"
807,GO-2016630918,1460520000000,2016,April,13,Wednesday,104,D53,Shooting,167,Church-Wellesley,75,Church-Yonge Corridor (75),"{'type': 'MultiPoint', 'coordinates': [[-79.3867607489999, 43.6702328100001]]}"
808,GO-2016632371,1460606400000,2016,April,14,Thursday,105,D22,Shooting,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),"{'type': 'MultiPoint', 'coordinates': [[-79.496535534, 43.6117881960001]]}"
809,GO-2016652097,1460865600000,2016,April,17,Sunday,108,D54,Shooting,66,Danforth,66,Danforth (66),"{'type': 'MultiPoint', 'coordinates': [[-79.324754932, 43.6831116110001]]}"
810,GO-2016656231,1460865600000,2016,April,17,Sunday,108,D12,Other,113,Weston,113,Weston (113),"{'type': 'MultiPoint', 'coordinates': [[-79.529362743, 43.7051658510001]]}"
811,GO-2016666749,1461038400000,2016,April,19,Tuesday,110,D51,Other,68,North Riverdale,68,North Riverdale (68),"{'type': 'MultiPoint', 'coordinates': [[-79.352910873, 43.6661631100001]]}"
812,GO-2018104863,1461297600000,2016,April,22,Friday,113,D53,Other,55,Thorncliffe Park,55,Thorncliffe Park (55),"{'type': 'MultiPoint', 'coordinates': [[-79.341340324, 43.707951979]]}"
813,GO-2016734521,1461902400000,2016,April,29,Friday,120,D41,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),"{'type': 'MultiPoint', 'coordinates': [[-79.312915572, 43.7584069220001]]}"
814,GO-2016734521,1461902400000,2016,April,29,Friday,120,D41,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),"{'type': 'MultiPoint', 'coordinates': [[-79.312915572, 43.7584069220001]]}"
815,GO-2016838159,1463284800000,2016,May,15,Sunday,136,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),"{'type': 'MultiPoint', 'coordinates': [[-79.589413469, 43.7320182770001]]}"
816,GO-2016838159,1463284800000,2016,May,15,Sunday,136,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),"{'type': 'MultiPoint', 'coordinates': [[-79.589413469, 43.7320182770001]]}"
817,GO-2016851941,1463544000000,2016,May,18,Wednesday,139,D51,Other,167,Church-Wellesley,75,Church-Yonge Corridor (75),"{'type': 'MultiPoint', 'coordinates': [[-79.38162555, 43.667368706]]}"
818,GO-2016965196,1464926400000,2016,June,3,Friday,155,D31,Shooting,22,Humbermede,22,Humbermede (22),"{'type': 'MultiPoint', 'coordinates': [[-79.540309696, 43.7427228770001]]}"
819,GO-2016989870,1465272000000,2016,June,7,Tuesday,159,D53,Shooting,174,South Eglinton-Davisville,104,Mount Pleasant West (104),"{'type': 'MultiPoint', 'coordinates': [[-79.3983132449999, 43.706740805]]}"
820,GO-20161148938,1467345600000,2016,July,1,Friday,183,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),"{'type': 'MultiPoint', 'coordinates': [[-79.4040332339999, 43.657189899]]}"
821,GO-20161148938,1467345600000,2016,July,1,Friday,183,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),"{'type': 'MultiPoint', 'coordinates': [[-79.4040332339999, 43.657189899]]}"
822,GO-20161116247,1467518400000,2016,July,3,Sunday,185,D11,Other,84,Little Portugal,84,Little Portugal (84),"{'type': 'MultiPoint', 'coordinates': [[-79.437930321, 43.649122198]]}"
823,GO-20161229465,1468382400000,2016,July,13,Wednesday,195,D31,Shooting,154,Oakdale-Beverley Heights,25,Glenfield-Jane Heights (25),"{'type': 'MultiPoint', 'coordinates': [[-79.520118386, 43.7378054430001]]}"
824,GO-20161263080,1468814400000,2016,July,18,Monday,200,D51,Other,168,Downtown Yonge East,75,Church-Yonge Corridor (75),"{'type': 'MultiPoint', 'coordinates': [[-79.37190255, 43.6504605900001]]}"
825,GO-20161329227,1469678400000,2016,July,28,Thursday,210,D41,Shooting,157,Bendale South,127,Bendale (127),"{'type': 'MultiPoint', 'coordinates': [[-79.2580637469999, 43.7529696730001]]}"
826,GO-20161335085,1469764800000,2016,July,29,Friday,211,D51,Stabbing,167,Church-Wellesley,75,Church-Yonge Corridor (75),"{'type': 'MultiPoint', 'coordinates': [[-79.382469951, 43.669409009]]}"
827,GO-20161403032,1470715200000,2016,August,9,Tuesday,222,D55,Other,69,Blake-Jones,69,Blake-Jones (69),"{'type': 'MultiPoint', 'coordinates': [[-79.3348685129999, 43.6771443810001]]}"
828,GO-20161443064,1471233600000,2016,August,15,Monday,228,D51,Other,73,Moss Park,73,Moss Park (73),"{'type': 'MultiPoint', 'coordinates': [[-79.3734416519999, 43.6572984960001]]}"
829,GO-20161480338,1471752000000,2016,August,21,Sunday,234,D14,Shooting,162,West Queen West,82,Niagara (82),"{'type': 'MultiPoint', 'coordinates': [[-79.412700929, 43.641904584]]}"
830,GO-20161506128,1472097600000,2016,August,25,Thursday,238,D43,Other,139,Scarborough Village,139,Scarborough Village (139),"{'type': 'MultiPoint', 'coordinates': [[-79.2228239739999, 43.739584386]]}"
831,GO-20161506128,1472097600000,2016,August,25,Thursday,238,D43,Other,139,Scarborough Village,139,Scarborough Village (139),"{'type': 'MultiPoint', 'coordinates': [[-79.2228239739999, 43.739584386]]}"
832,GO-20161506128,1472097600000,2016,August,25,Thursday,238,D43,Other,139,Scarborough Village,139,Scarborough Village (139),"{'type': 'MultiPoint', 'coordinates': [[-79.2228239739999, 43.739584386]]}"
833,GO-20161520715,1472270400000,2016,August,27,Saturday,240,D55,Shooting,70,South Riverdale,70,South Riverdale (70),"{'type': 'MultiPoint', 'coordinates': [[-79.352225469, 43.6600825]]}"
834,GO-20161613172,1473566400000,2016,September,11,Sunday,255,D14,Shooting,85,South Parkdale,85,South Parkdale (85),"{'type': 'MultiPoint', 'coordinates': [[-79.425321325, 43.637353181]]}"
835,GO-20161625137,1473739200000,2016,September,13,Tuesday,257,D31,Stabbing,27,York University Heights,27,York University Heights (27),"{'type': 'MultiPoint', 'coordinates': [[-79.5005576029999, 43.768520972]]}"
836,GO-20161688118,1474430400000,2016,September,21,Wednesday,265,D11,Other,91,Weston-Pelham Park,91,Weston-Pellam Park (91),"{'type': 'MultiPoint', 'coordinates': [[-79.457044721, 43.6702042370001]]}"
837,GO-20161696689,1474603200000,2016,September,23,Friday,267,D43,Stabbing,156,Bendale-Glen Andrew,127,Bendale (127),"{'type': 'MultiPoint', 'coordinates': [[-79.25361915, 43.77437107]]}"
838,GO-20161743137,1475208000000,2016,September,30,Friday,274,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),"{'type': 'MultiPoint', 'coordinates': [[-79.6107021729999, 43.7378473420001]]}"
839,GO-20161838374,1476590400000,2016,October,16,Sunday,290,D12,Shooting,113,Weston,113,Weston (113),"{'type': 'MultiPoint', 'coordinates': [[-79.517741052, 43.7005962650001]]}"
