year,month,day,day_of_week,homicide_type,hood_158,hood_140
2023,May,13,Saturday,Shooting,1,1
2023,May,15,Monday,Stabbing,167,75
2023,May,21,Sunday,Stabbing,80,80
2023,May,26,Friday,Stabbing,109,109
2023,June,6,Tuesday,Other,163,82
2023,June,12,Monday,Shooting,NSA,NSA
2023,June,13,Tuesday,Other,142,137
2023,June,19,Monday,Shooting,159,14
2023,June,25,Sunday,Stabbing,138,138
2023,June,29,Thursday,Shooting,42,42
2023,June,30,Friday,Stabbing,53,53
2023,June,30,Friday,Stabbing,141,137
2023,July,2,Sunday,Shooting,2,2
2023,July,7,Friday,Other,98,98
2023,July,7,Friday,Shooting,70,70
2023,July,19,Wednesday,Shooting,2,2
2023,July,23,Sunday,Shooting,68,68
2023,July,24,Monday,Shooting,159,14
2023,July,25,Tuesday,Shooting,73,73
2023,July,27,Thursday,Stabbing,65,65
2023,August,9,Wednesday,Other,113,113
2023,August,15,Tuesday,Other,73,73
2023,August,16,Wednesday,Other,73,73
2023,August,21,Monday,Shooting,78,78
2023,August,24,Thursday,Shooting,92,92
2023,August,26,Saturday,Stabbing,60,60
2023,August,30,Wednesday,Other,164,77
2023,September,4,Monday,Shooting,16,16
2023,September,5,Tuesday,Stabbing,126,126
2023,September,5,Tuesday,Shooting,142,137
2023,September,9,Saturday,Stabbing,73,73
2023,September,16,Saturday,Shooting,73,73
2023,September,23,Saturday,Shooting,2,2
2023,September,23,Saturday,Shooting,2,2
2023,September,24,Sunday,Stabbing,50,50
2023,September,24,Sunday,Shooting,136,136
2023,October,5,Thursday,Stabbing,34,34
2023,October,15,Sunday,Stabbing,110,110
2023,November,6,Monday,Shooting,136,136
2023,November,8,Wednesday,Shooting,170,76
2023,November,10,Friday,Stabbing,159,14
2023,November,15,Wednesday,Other,150,45
2023,December,2,Saturday,Other,54,54
2023,December,2,Saturday,Stabbing,40,40
2023,December,9,Saturday,Shooting,154,26
2023,December,10,Sunday,Other,126,126
2023,December,10,Sunday,Other,126,126
2023,December,12,Tuesday,Stabbing,63,63
2023,December,22,Friday,Shooting,62,62
2023,December,23,Saturday,Shooting,21,21
2023,December,26,Tuesday,Other,87,87
2023,December,30,Saturday,Stabbing,165,77
